zip,stabbr,cty_name,est_per_capita,MEDFAMINC
98198,WA,KING,-0.2594548245450866,0.040392646479623394
22572,VA,RICHMOND,-0.00756527012383118,-0.46772909766890886
17859,PA,COLUMBIA,-0.3933006564684885,0.0377254865781384
62286,IL,RANDOLPH,0.2371027385713943,-0.4028004238171335
20155,VA,PRINCE WILLIAM,-0.0065831633118862195,1.9618035263431586
91423,CA,LOS ANGELES,1.3082176655793378,2.0500698493329277
73021,OK,WASHITA,-0.0658064662314068,-1.1081253031817127
74941,OK,HASKELL,-0.5246240586500389,-0.7194423133715554
28714,NC,YANCEY,-0.1272102431876701,-0.5415760874412747
4430,ME,PENOBSCOT,-0.3358440033493565,-0.6717112643012302
